material_name,material_abbreviation,manufacturer,section,property_name,value,unit,english,test_condition,comments,source_text,source_page,chunk_type,source_verified,confirmed_by_gpt,match_layer,doi_url,llm_model,pdf_filename,gt_filename,winning_llm,processing_timestamp,f1_score,precision,recall
PE,PE,,Chemical,UV light pre-treatment duration,25,days,,,,"Esmaeili et al. (2013), pre-treated PE plastics under UV light in a laminar hood for 25 days, and observed higher biodegradation (as mineralisation) in the UV pre-treated PE plastic (29.5 %) than un-treated plastic (15.8 %).",Page 28,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PE Bacillus licheniformis and Pseudomonas,PEBP,,Chemical,Biosurfactant,30,,,,,PE Bacillus licheniformis and Pseudomonas Biosurfactant 30 7.13 (Mukherjee et al. 2018),Page 33,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PET,PET,,Chemical,Degradation speed increase,6 times,,,,,"Knott and co-workers (2020) recently, engineered a super enzyme by linking PETase and MHETase (PETase-MHETase) together via a bridge, which could degrade PET into its building block up to six times faster than the naturally occurring enzyme when their secreted alone.",Page 35,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
PS,PS,,Physical,nano size,460,nm,,,,the particles at nano size (460 nm- 1um) were affected red blood,Page 41,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
non-degradable thermoplastic waste,LDPE,,Other,Number of available companies in the deconstruction of plastic,7-9,,,,,7-9 was found based on the number of available companies in the deconstruction of plastic at a commercial (full) scale and the number of registered landfills in the world.,Page 42,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Beston,B,,Chemical,capacity,6-24,tonne/day,,,,Beston | Pyrolysis | Fuel oil | Waste plastics | 6-24 | (Beston 2020),Page 45,table,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Waste2Tricity,WT,,Chemical,capacity,25,tonne/day,,,,Waste2Tricity | Gasification | High-grade hydrogen to be | All unrecyclable waste plastics | 25 | (Thomas Parker tonne/day | 2019),Page 45,table,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Microplastics,M,,Chemical,Ecohydrology & Hydrobiology,20,(3),,,,"Szymanska, M. and K. Obolewski (2020). ""Microplastics as contaminants in freshwater environments: A multidisciplinary review."" Ecohydrology & Hydrobiology 20(3): 333-345.",Page 58,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Polyethylene Terephtalate (PET or PETE) and high density Polyethylene (HDPE),PTPETPETEPHDPE,,Chemical,International Journal of Advances in Science Engineering and Technology,6,(3),,,,"Wadood, S., F. Tuz Zohra and A. K. M. Moniruzzaman Mollah (2018). ""Biodegradation of Polyethylene Terephtalate (PET or PETE) and high density Polyethylene (HDPE) using microbes isolated from waste dumpingsites in Chittagong, Bangladesh."" International Journal of Advances in Science Engineering and Technology 6(3): 57- 61.",Page 58,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
"lignite, wheat straw and plastic waste",LIGN,,Chemical,Journal of Analytical and Applied Pyrolysis,110,,,,,"Wang, B., Y. Huang and J. Zhang (2014). ""Hydrothermal liquefaction of lignite, wheat straw and plastic waste in sub-critical water for oil: Product distribution."" Journal of Analytical and Applied Pyrolysis 110: 382-389.",Page 58,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
Plastics-to-Fuel and Petrochemistry Alliance,PFPA,,Chemical,Waste today,2020,,,,,"Waste today (2020). adxx joins Plastics-to-Fuel and Petrochemistry Alliance. Available at https://www.wastetodaymagazine.com/article/vadxx-pyrolysis-joins-pfpa/. (accessed on 29 October). Waste today, Waste today.",Page 58,text,True,,,https://doi.org/10.1016/j.biotechadv.2021.107731,GPT,meherfirst.pdf,meherfirst_gt_missing,Consensus+Verified,2026-06-17T01:36:28.834993,,,
